title,synopsis,genres,episodes,score,characters
Samurai Champloo,"Let's break it down. Mugen's a reckless sword-slinger with a style that's more b-boy than Shaolin. He's got a nasty streak that makes people want to stick a knife in his throat. Then there's Jin, a deadbeat ronin who speaks softly but carries a big blade. He runs game old-school style, but he can make your blood spray with the quickness. When these roughnecks bring the ruckus, it ain't good for anybody, especially them. Enter Fuu, the ditzy waitress who springs her new friends from a deadly jam. All she wants in return is help solving a riddle from her past. She and the boys are tracking the scent, but there's 99 ways to die between them and the sunflower samurai.<br>
<br>
(Source: Funimation)","Action, Adventure, Comedy",26.0,84,"Shinsuke, Nagamitsu Sakonshougen, Mugen, Fuu Kasumi, Heitarou Kawara, Moronobu Hishikawa, Hotaru, Kagetoki Kariya, Shino, Bundai, Yatsuha Imano, Ginsa Momochi, Shiren, Yamane, Shoryuu, Yuri, Okuru, Umanosuke, Otawa Hankichi, Xavier III, Jin, Rikiei Nagatomi, Yukimaru, Sousuke Kawara, Isaac Kitching"
Lodoss-tou Senki: Eiyuu Kishi Den,"Five years after the death of the Emperor of Marmo in the War of Heroes, Parn is now the Free Knight of Lodoss, he and his old allies now famous through the land. However, the Emperor's right-hand-man, Ashram, seeks the scepter of domination to re-unify Lodoss under his former leader's banner. Meanwhile, beyond his attempts at conquest lies a more sinister force beginning to set the stage for the resurrection of the goddess of death and destruction... <br><br>
(Source: Anime News Network)","Action, Adventure, Drama, Fantasy, Romance",27.0,67,"Spark, Kashue, Parn, Shiris, Reona, Ashram, Orson, Deedlit, Leylia, Pirotessa  Merestianna, Wagnard, Maar, Neese, Etoh, Slayn, Greevus, Karla, Garrack, Leaf, Raina"
Lodoss-tou Senki,"Created from the aftermath of the last great battle of the gods, Lodoss and its kingdoms have been plagued by war for thousands of years. As a quiet peace and unity finally become foreseeable over the land, an unknown evil begins to stir. An ancient witch has awakened, bent on preserving the island of Lodoss by creating political unbalance throughout the many kingdoms and keeping any one from maintaining central control. Only a mixed-race party of six young champions, led by the young warrior Parn, stand between this new threat and Lodoss' descent back into the darkness of war and destruction. <br><br>
(Source: Anime News Network) ","Action, Adventure, Fantasy, Supernatural",13.0,70,"Shiris, Etoh, Woodchuck, Parn, Orson, Wagnard, Fahn, Slayn, Karla, Leylia, Ashram, Deedlit, Pirotessa  Merestianna, Kashue, Wort, Beld, Ghim, Narrator"
R.O.D -READ OR DIE-,"Yomiko Readman is a lovable, near-sighted bibliomaniac working as a substitute teacher at a Japanese high school. Her real identity, however, is that of a secret agent for the British Library Special Operations Division. Her codename: ""The Paper."" The moniker denotes her supernatural ability to freely manipulate paper into any object she can imagine, including tools and weapons in her fight against the powerful and self-serving IJIN (Great Historical Figure) Army! Along with her partner, the enigmatic ""Ms. Deep,"" Yomiko travels across the world in attempt to solve the mystery behind the reincarnation of historical figures and their attempt to control the world.<br><br>
(Source: RightStuf)","Action, Drama, Mystery, Sci-Fi",3.0,73,"Jean Fabre, Joseph Carpenter, Genjo Sanzo, Nancy Makuhari, Drake Anderson, Wendy Earhart, Yomiko Readman, Otto Lilienthal, Ikkyu Soujun, Gennai Hiraga, Stephen Wilcox, Ludwig van Beethoven"
R.O.D -THE TV-,"Five years have passed since the occurrence of the incident known as the ""Human Annihilation Mission."" In Japan, a novelist is dealing with writer's block after her friend has gone missing. In Hong Kong, three sisters, masters in the use of paper, run their own detective agency to solve cases that involve books. When these people are brought together, a bond greater than blood is formed - a bond that will be sorely tested by the evil powers intent on taking over the world.<br><br>
Join Anita, Maggie, Michelle, and Nenene as they travel the globe in order to save the world from the evil mastermind, Mr. Carpenter! Of course, that's if they can find the time to put down the books they're reading...<br><br>
(Source: RightStuf)","Action, Drama, Mystery, Sci-Fi",26.0,76,"Nenene Sumiregawa, Lee Linho, Anita King, Nancy Makuhari, Junior, Yomiko Readman, Wendy Earhart, Joseph Carpenter, Drake Anderson, Maggie Mui, Sonny Wong, Michelle Cheung, Hisami Hishishii, Kim-san, John Woo"
Ranma 1/2," After taking a surprise dip in a cursed spring while on a training journey in China, martial artist Ranma Saotome and his father, Genma, aren't quite themselves anymore. Now Ranma turns into a girl whenever he's splashed with cold water, and Genma turns into a panda!<br>
<br>
Their new forms cause nothing but confusion at the Tendou dojo, where Soun Tendo is waiting to introduce one of his three daughters to Ranma - as his fiancee! Turns out Genma and Soun arranged the match long ago, but the girl, Akane, and the boy, Ranma, aren't exactly crazy about the idea, or each other! Or are they? Watch the gender switching, jealous rages, and martial arts battles unfold all over again!<br>
<br>
(Source: Viz Media)<br>
<br>
<i>Note: Episodes 7-9 of Ranma 1/2: Nettou-hen were originally meant to be seen between episodes 13 and 14 of this series.</i>","Action, Comedy, Ecchi, Romance, Slice of Life",18.0,75,"Jusenkyou Guide, Ryouga Hibiki, Ranma Saotome, Soun Tendou, Nabiki Tendou, Akane Tendou, Kasumi Tendou, Genma Saotome, Shampoo, Tatewaki Kunou, Toufuu Ono, Kodachi Kunou, Mizu Kake Baa-san, Kin Ono"
Pure Mail,"Episode 1:<br>
""There is no need for relationships"". Kei Ogata carried with him a trying, sad past. His only joy in life was chatting and mailing as a different person on the internet. One day he met a kind gentle girl on the net named Eve became friends with her. As time passed, they began sharing a strong bond of friendship. Then the other day, Kei began suspecting classmate Midori was Eve... <br><br>
Episode 2:<br>
The Summer Festival has past. Kei struggles with his own past, trying not to become the monster he hated so much. Midori worried about her best friend Miki look to A.W. for help. Little does she know, that the very A.W. was Kei and that he was Miki's problem. Will Kei be able to confess his love or will he forever be number two to his own alternate identity? <br><br>
(Source: AniDB)",Hentai,2.0,53,Kei Ogata
Project A-Ko,"On a splendid morning, an effervescently cheerful teenaged schoolgirl named A-ko sets off for school with her delightfully ditzy friend, C-ko. The duo are students in a marvelous futuristic city, but A-ko is about to run afoul of the wealthy and powerful B-ko, a young lady used to getting everything she wants—and what she wants is C-ko! Also, a vast and powerful alien fleet is about to touch down in Graviton City, and they're after something, too. Fortunately for us, A-ko’s no ordinary schoolgirl—she’s got super powers of her own!<br>
<br>
(Source: Discotek)","Action, Adventure, Comedy, Mecha, Sci-Fi",1.0,66,"Ume, Eiko Magami, Shiko Kotobuki, Biko Daitokuji, Captain Napolipolita, Mari, D, Asa, Ine, Ayumi Azuchi, Apple-tai no Pilot"
Pia Carrot e Youkoso!!,"Yusuke Kinoshita is forced by his father to work at his restaurant Pia Carrot all summer due to his bad grades in school. What first seems to be a boring job becomes a memorable experience due to his interactions with his co-workers and his boss.
<br><br>
(Source: Anime News Network)","Comedy, Hentai, Romance",3.0,60,"Yusuke Kinoshita, Satomi Morihara, Shouko Inaba, Rumi Kinoshita"
Pia Carrot e Youkoso!! 2,"Yususke (from the first Pia Carrot series) returns as the manager with a whole new cast. So the new male lead is Koji. <br><br>
Despite being late after an ""accident,"" Koji manages to get the job as the Carrot`s waiter because he`s very persistant. Included within the set are Azusa (the female lead who hates Koji for his perversion), Ryoko (the manager who`s sweet on Koji by working him very hard), Aoi (the token alcoholic), Jun (the secret-hiding waitor), and Mina (Azusa`s cute little sister). Pia Carrot 2 is served up as a romantic comedy, with a side of hentai. <br><br>
(Source: AniDB)","Comedy, Drama, Hentai, Romance",3.0,61,Jun Kagurazaka
Pia Carrot e Youkoso!! 2 DX,"Kouji wants to work part-time, so when he saw a cute girl wearing a Pia Carrot uniform, he tried to get a job there. On the way there, he accidentally bumped into Azusa, and with some misunderstanding, they literally hate each other. To Kouji's surprise, he finds that she also got a job in the Pia Carrot, forcing him to face her daily. But with time, he will discover that 'hate' is not the appropriate word to describe his feelings...
<br><br>
(Source: Anime News Network, edited)","Comedy, Romance",6.0,58,"Jun Kagurazaka, Ryouko Futaba, Kouji Maeda, Mina Hinomori, Azusa Hinomori, Rumi Kinoshita, Minase Aoi, Petite Charat, Hikaru Usada, Di Gi Charat"
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,"High schoolers Sayaka Takai and Akihiko Kannazuki work together at a restaurant chain ""Pia Carrot."" Both are interested in each other, but before either could make a move Sayaka was temporarily rotated to the newly established branch at a beach resort. While waitress girls at this new location did their best to confront harassment, make new friends, and attract new customers by attending a beauty contest, Sayaka's feeling for Akihiko never stops and has become stronger and stronger.
<br><br>
(Source: Anime News Network)",Romance,1.0,56,"Sayaka Takai, Azusa Hinomori, Tomomi Aizawa, Kouji Maeda, Akemi Hasegawa"
Shin Angel,"Kousuke is a high school student. He just recently found out that his childhood friend Shizuka (whom he has a crush on) is now going to his high school. However, they haven't seen each other since they were five and much has changed. They don't like each other at first but they accept each other's differences and continue their friendship. They go on with their lives until small events start to escalate and they start to show affection for each other. In the meantime, Kousuke's good heart, lechery and luck lead him into the beds of various other young women, in his attempts to solve their problems.
<br><br>
(Source: Anime News Network)","Comedy, Drama, Hentai, Romance",5.0,53,
Kidou Senkan Nadesico,"Akito doesn't want to fight. Despite a childhood spent on the anime Gekiganger 3, a Mecha show, he'd rather cook than pilot a Mecha. Fate intervenes when his home on Mars is destroyed, and he is transported instantly to the Earth, mysteriously. He has questions no one can answer fully, but follows a girl from a chance meeting in hopes to discover any. The girl, Yurika, is captain of the private battleship Nadesico, and in order to follow her, he enlists as their cook. Possessing the nanite implants that allow to control mechas, he's a handy backup pilot for the mechas of the Nadesico. He joins a crew bent on revenging Mars and composed of misfits, otakus, and ditzes. But in reality they are handpicked experts. They take their own private war back to Mars to face the harsh reality that life may not always be like a Giant Mecha Series.
<br><br>
(Source: Anime News Network)","Action, Comedy, Mecha, Romance, Sci-Fi",26.0,73,"Gai Daigouji, Tsukumo Shiratori, Genichirou Tsukiomi, Ken Tenku, Yurika Misumaru, Akito Tenkawa, Yukina Shiratori, Ryoko Subaru, Seiya Uribatake, Ruri Hoshino, Nagare Akatsuki, Izumi Maki, Jun Aoi, Goat Hoary, Sadaaki Munetake, Ines Fressange, Haruka Minato, Hikaru Amano, Erina Kinjo Won, Megumi Reinard, Prospector, Joe Umitsubame, Houmei, Jin Fukube, Akira Daichi"
Kidou Senkan Nadesico: The prince of darkness,"Two years have passed since the end of the ""Martian Successor Nadesico"". Akito and Yurika have disappeared. The Jovians and the Earthlings have joined forces and Ruri is now captain of Nadesico B. As the popularity of Boson Jumping grows, a vast transportation network has been developed. Dubbed the Hisago Plan, this network of Chulip portals holds the answers to the mysteries behind Bose particles and their power. If those secrets should fall into the wrong hands, it could mean big trouble. And big trouble there is. A Martian splinter group has launched an offensive, leaving the United Forces befuddled and desperate. So much so, in fact, that the former crew of the Nadesico is called back to active duty for a special unsanctioned mission-to save us all. Does this menagerie of misfits have what it takes? Who will win the race for the Boson technology? And what the heck happened to Akito and Yurika?","Action, Comedy, Drama, Mecha, Sci-Fi",1.0,64,"Genichirou Tsukiomi, Hokushin, Saburouta Takasugi, Yurika Misumaru, Akito Tenkawa, Yukina Shiratori, Ryoko Subaru, Seiya Uribatake, Ruri Hoshino, Nagare Akatsuki, Hari Makibi, Ines Fressange, Lapis Lazuli, Izumi Maki, Jun Aoi, Goat Hoary, Yoshio Yamasaki, Haruka Minato, Hikaru Amano, Prospector, Megumi Reinard, Erina Kinjo Won, Houmei, Yoshisada Munetake, Kouichirou Misumaru"
Kuro no Danshou,"Based on the erotic game by Abogado Powers & Oz Club.<br><br>
While vacationing with his adopted daughter, Private Detective Susuki becomes trapped in a secluded ski resort with a few other vacationers after a storm closes the place down. All is well until one of the guests is found brutally murdered. Being the good investigator he is, Susuki gets to work to find the killer. While digging for the killer, Susuki uncovers a lot of dirt on the other guests and even finds out a thing or two about his own past. But, as Susuki struggles to find the killer, the other guests start to point the finger at him.<br><br>
(Source: AniDB)","Hentai, Horror, Mystery",4.0,45,"Satoshi Suzusaki, Asuka Kashiwagi, Mina Shizui, Satou, Onna-gai B, Onna-gai A, Gen'ichirou Hotokeu, Takayoshi Terada, Haruka Sakimizu, Shigeomi Hiruta, Yasuyuki Shibusawa, Yukimitsu Miura, Kazuki Andou, Toshiaki Nezu, Nozomi Fuyukawa, Naomi Seo, Kenkyuu-shunin, Louis Weldike, Bill Toargia, Rumiko Higuchi, Kate O'Hara, Amy McDowel, Clark Ashton, Karl Adolf Ihiman, Cindy De La Poa"
